OrderID,OrderDate,CustomerID,Region,Category,Product,Quantity,Price,Cost,Revenue,Profit,Returned
4047,2025-08-16 11:20:47.314623,3565,South,Beauty,Facewash,1,26093.94,20928.67,26093.94,5165.27,No
4048,2025-07-04 11:20:47.314623,3763,North,Sports,Racket,4,47239.66,35251.68,188958.64,47951.92,No
4049,2025-06-28 11:20:47.314623,3798,North,Beauty,Perfume,2,17484.18,8934.35,34968.36,17099.66,No
4050,2024-03-03 11:20:47.314623,3339,North,Clothing,Shoes,4,1744.94,1421.33,6979.76,1294.44,No
4051,2026-02-17 11:20:47.314623,4406,South,Clothing,Jacket,1,18245.75,15478.49,18245.75,2767.26,No
4052,2025-05-31 11:20:47.314623,1731,East,Beauty,Perfume,2,40897.77,28914.27,81795.54,23967.0,No
4053,2025-03-30 11:20:47.314623,3872,West,Sports,Treadmill,1,17139.33,11908.59,17139.33,5230.74,No
4054,2025-10-22 11:20:47.314623,4120,West,Sports,Football,3,14728.19,9881.26,44184.57,14540.79,No
4055,2024-04-10 11:20:47.314623,5780,South,Sports,Bat,4,45965.96,36199.75,183863.84,39064.84,No
4056,2024-07-26 11:20:47.314623,5177,West,Beauty,Lipstick,2,15002.02,8793.91,30004.04,12416.22,No
4057,2025-06-19 11:20:47.314623,3604,South,Beauty,Lipstick,2,48519.03,39279.73,97038.06,18478.6,No
4058,2025-03-30 11:20:47.314623,3382,South,Electronics,Headphones,4,41665.26,25704.85,166661.04,63841.64,No
4059,2024-10-03 11:20:47.314623,1531,North,Clothing,T-shirt,3,34275.65,20723.02,102826.95,40657.89,No
4060,2024-04-19 11:20:47.314623,5316,South,Home,Sofa,3,29996.65,24707.39,89989.95,15867.78,Yes
4061,2024-09-24 11:20:47.314623,1634,East,Home,Sofa,4,11394.07,6491.77,45576.28,19609.2,No
4062,2024-12-03 11:20:47.314623,2769,North,Clothing,T-shirt,4,36573.84,30905.17,146295.36,22674.68,No
4063,2025-10-01 11:20:47.314623,4804,South,Electronics,Headphones,4,17487.48,15583.9,69949.92,7614.32,No
4064,2025-02-25 11:20:47.314623,3370,South,Clothing,T-shirt,1,24384.98,15312.54,24384.98,9072.44,No
4065,2024-04-27 11:20:47.314623,1002,North,Electronics,Camera,2,5382.63,4689.08,10765.26,1387.1,No
4066,2026-01-26 11:20:47.314623,1205,South,Electronics,Tablet,2,14948.47,10861.05,29896.94,8174.84,No
4067,2025-07-05 11:20:47.314623,5135,West,Sports,Bat,4,26550.15,16029.27,106200.6,42083.52,No
4068,2025-05-26 11:20:47.314623,3621,South,Clothing,Jeans,1,23508.46,16010.52,23508.46,7497.94,No
4069,2025-05-16 11:20:47.314623,5739,West,Home,Sofa,1,17306.96,14192.08,17306.96,3114.88,No
4070,2024-07-16 11:20:47.314623,3890,South,Beauty,Facewash,2,23702.11,18171.34,47404.22,11061.54,No
4071,2024-10-28 11:20:47.314623,4193,East,Beauty,Cream,3,37297.32,26030.28,111891.96,33801.12,No
4072,2026-01-30 11:20:47.314623,3666,West,Clothing,T-shirt,4,23074.41,13912.18,92297.64,36648.92,No
4073,2026-02-06 11:20:47.314623,4306,North,Beauty,Lipstick,4,25406.59,20079.28,101626.36,21309.24,Yes
4074,2025-04-11 11:20:47.314623,1897,East,Electronics,Camera,1,35117.07,21959.66,35117.07,13157.41,No
4075,2024-09-16 11:20:47.314623,2085,East,Beauty,Facewash,2,42112.42,26631.03,84224.84,30962.78,No
4076,2024-11-19 11:20:47.314623,2279,South,Electronics,Mobile,1,26437.82,21117.28,26437.82,5320.54,Yes
4077,2024-08-08 11:20:47.314623,1670,East,Electronics,Tablet,3,47419.15,34301.74,142257.45,39352.23,Yes
4078,2024-03-02 11:20:47.314623,2505,South,Home,Mixer,2,17801.68,10224.1,35603.36,15155.16,No
4079,2024-11-27 11:20:47.314623,4575,West,Beauty,Lipstick,4,12777.24,9900.38,51108.96,11507.44,No
4080,2025-06-26 11:20:47.314623,5814,North,Home,Chair,2,34715.88,20941.35,69431.76,27549.06,No
4081,2024-07-07 11:20:47.314623,2955,East,Beauty,Shampoo,2,8952.34,7199.44,17904.68,3505.8,No
4082,2025-11-10 11:20:47.314623,1249,East,Electronics,Camera,4,45018.4,31129.63,180073.6,55555.08,No
4083,2025-10-30 11:20:47.314623,2892,North,Beauty,Perfume,3,19451.39,14355.01,58354.17,15289.14,No
4084,2025-07-09 11:20:47.314623,4439,South,Home,Chair,1,34967.8,25889.83,34967.8,9077.97,No
4085,2026-02-16 11:20:47.314623,2853,South,Sports,Bat,3,28595.14,15976.8,85785.42,37855.02,No
4086,2024-09-15 11:20:47.314623,3854,East,Home,Table,3,2908.66,2211.13,8725.98,2092.59,No
4087,2025-09-24 11:20:47.314623,2503,North,Sports,Dumbbell,3,35512.12,30073.47,106536.36,16315.95,No
4088,2024-10-03 11:20:47.314623,4385,North,Clothing,Shirt,2,39542.24,33867.17,79084.48,11350.14,No
4089,2025-04-16 11:20:47.314623,4571,West,Home,Chair,3,49127.13,38094.21,147381.39,33098.76,No
4090,2026-02-12 11:20:47.314623,4792,East,Beauty,Facewash,2,20923.16,18571.2,41846.32,4703.92,No
4091,2024-06-29 11:20:47.314623,4426,South,Sports,Dumbbell,2,25245.99,18664.62,50491.98,13162.74,No
4092,2024-12-28 11:20:47.314623,1043,West,Beauty,Cream,1,43768.39,26346.35,43768.39,17422.04,No
4093,2025-12-18 11:20:47.314623,4612,West,Sports,Treadmill,1,13606.03,10395.95,13606.03,3210.08,No
4094,2024-06-22 11:20:47.314623,3618,East,Home,Cookware,3,9619.3,8307.9,28857.9,3934.2,No
4095,2024-07-03 11:20:47.314623,5678,East,Home,Cookware,2,6818.93,4388.26,13637.86,4861.34,No
4096,2025-09-19 11:20:47.314623,4163,West,Beauty,Facewash,4,48916.96,29640.72,195667.84,77104.96,No
4097,2024-05-16 11:20:47.314623,2288,North,Home,Mixer,2,13663.89,12114.43,27327.78,3098.92,No
4098,2025-01-04 11:20:47.314623,3942,East,Beauty,Lipstick,1,37918.25,30585.61,37918.25,7332.64,No
4099,2025-09-01 11:20:47.314623,1219,South,Electronics,Tablet,4,22593.42,11746.57,90373.68,43387.4,No
4100,2025-03-27 11:20:47.314623,2925,East,Sports,Dumbbell,2,12180.65,8824.55,24361.3,6712.2,No
4101,2025-02-03 11:20:47.314623,3972,South,Beauty,Perfume,3,45684.02,27125.91,137052.06,55674.33,No
4102,2025-10-28 11:20:47.314623,4513,South,Sports,Dumbbell,2,23297.61,14321.66,46595.22,17951.9,No
4103,2024-09-29 11:20:47.314623,3448,West,Electronics,Tablet,4,28384.58,15186.74,113538.32,52791.36,No
4104,2024-12-01 11:20:47.314623,4471,North,Sports,Football,3,11280.18,6682.36,33840.54,13793.46,No
4105,2024-12-19 11:20:47.314623,3774,West,Beauty,Perfume,4,16342.79,11474.12,65371.16,19474.68,No
4106,2026-02-15 11:20:47.314623,1990,East,Home,Cookware,1,37434.84,19893.82,37434.84,17541.02,No
4107,2024-10-07 11:20:47.314623,3946,South,Sports,Racket,1,17283.63,14792.67,17283.63,2490.96,No
4108,2025-11-15 11:20:47.314623,2812,North,Sports,Dumbbell,2,25396.74,20575.45,50793.48,9642.58,No
4109,2024-06-08 11:20:47.314623,5953,East,Electronics,Tablet,2,5894.9,3846.73,11789.8,4096.34,No
4110,2025-05-28 11:20:47.314623,1803,North,Clothing,Jacket,1,42533.31,23482.26,42533.31,19051.05,Yes
4111,2025-12-24 11:20:47.314623,1489,South,Home,Cookware,4,36931.57,33149.38,147726.28,15128.76,No
4112,2024-11-27 11:20:47.314623,4556,West,Beauty,Cream,4,38085.09,27623.98,152340.36,41844.44,No
4113,2024-12-21 11:20:47.314623,2493,West,Electronics,Camera,3,9073.62,6071.98,27220.86,9004.92,No
4114,2024-06-10 11:20:47.314623,4645,North,Beauty,Facewash,3,24858.78,14404.56,74576.34,31362.66,No
4115,2024-09-17 11:20:47.314623,3891,East,Beauty,Lipstick,3,1571.56,913.53,4714.68,1974.09,No
4116,2024-06-15 11:20:47.314623,2705,North,Sports,Dumbbell,1,15891.44,13006.88,15891.44,2884.56,No
4117,2024-10-23 11:20:47.314623,4516,North,Electronics,Tablet,1,17531.37,12411.38,17531.37,5119.99,No
4118,2025-09-11 11:20:47.314623,4340,West,Electronics,Headphones,1,45701.77,40839.14,45701.77,4862.63,No
4119,2025-05-16 11:20:47.314623,1053,East,Home,Chair,2,49640.58,43745.22,99281.16,11790.72,No
4120,2024-12-17 11:20:47.314623,3575,North,Clothing,Shirt,4,30963.75,18043.54,123855.0,51680.84,No
4121,2025-06-09 11:20:47.314623,4591,East,Beauty,Lipstick,1,25935.08,23335.09,25935.08,2599.99,No
4122,2026-02-19 11:20:47.314623,1615,East,Home,Mixer,3,22116.43,19786.2,66349.29,6990.69,No
4123,2024-07-11 11:20:47.314623,1954,South,Home,Table,3,1111.15,910.82,3333.45,600.99,Yes
4124,2024-09-01 11:20:47.314623,3433,South,Beauty,Shampoo,1,40045.8,26284.62,40045.8,13761.18,Yes
4125,2024-03-17 11:20:47.314623,2629,South,Sports,Dumbbell,1,33656.93,19846.08,33656.93,13810.85,Yes
4126,2024-05-18 11:20:47.314623,3781,North,Sports,Racket,4,32534.43,17609.7,130137.72,59698.92,No
4127,2025-02-01 11:20:47.314623,1649,West,Beauty,Perfume,3,40490.36,21086.96,121471.08,58210.2,No
4128,2025-05-16 11:20:47.314623,3347,South,Electronics,Mobile,4,46417.1,38448.26,185668.4,31875.36,No
4129,2025-01-02 11:20:47.314623,5490,North,Clothing,T-shirt,1,19598.59,17211.96,19598.59,2386.63,No
4130,2025-01-31 11:20:47.314623,4278,East,Sports,Racket,4,21434.86,17341.29,85739.44,16374.28,No
4131,2024-11-23 11:20:47.314623,3640,South,Clothing,Jacket,2,48761.92,39185.84,97523.84,19152.16,Yes
4132,2026-01-25 11:20:47.314623,4801,East,Home,Cookware,1,33288.36,22172.44,33288.36,11115.92,No
4133,2024-03-19 11:20:47.314623,3561,South,Home,Mixer,3,42597.28,32223.67,127791.84,31120.83,No
4134,2024-03-23 11:20:47.314623,4249,South,Beauty,Perfume,3,11234.16,8633.3,33702.48,7802.58,No
4135,2024-03-18 11:20:47.314623,1370,West,Beauty,Perfume,4,15990.34,9640.76,63961.36,25398.32,No
4136,2025-10-07 11:20:47.314623,1857,West,Beauty,Cream,1,19701.94,15672.34,19701.94,4029.6,No
4137,2025-02-19 11:20:47.314623,5886,West,Sports,Racket,3,15983.27,8925.81,47949.81,21172.38,Yes
4138,2024-09-06 11:20:47.314623,5753,South,Clothing,Jacket,4,44235.5,27310.22,176942.0,67701.12,No
4139,2024-11-08 11:20:47.314623,1383,North,Home,Mixer,4,25673.21,18892.49,102692.84,27122.88,No
4140,2024-07-10 11:20:47.314623,4877,North,Clothing,Shirt,1,47691.63,34139.09,47691.63,13552.54,No
4141,2025-02-16 11:20:47.314623,3552,North,Sports,Racket,3,16201.86,12667.14,48605.58,10604.16,No
4142,2024-10-26 11:20:47.314623,5334,West,Clothing,Shirt,3,2054.78,1506.49,6164.34,1644.87,No
4143,2025-11-04 11:20:47.314623,5290,East,Clothing,Shoes,3,7075.46,3677.95,21226.38,10192.53,Yes
4144,2025-08-14 11:20:47.314623,3725,South,Beauty,Facewash,1,11010.11,9810.9,11010.11,1199.21,No
4145,2024-04-06 11:20:47.314623,5034,East,Clothing,Jacket,1,32070.49,25829.43,32070.49,6241.06,No
4146,2024-09-16 11:20:47.314623,4293,West,Clothing,Jeans,1,9218.18,7855.48,9218.18,1362.7,No
4147,2024-06-01 11:20:47.314623,5251,East,Clothing,Shirt,2,19198.63,15773.04,38397.26,6851.18,Yes
4148,2024-04-27 11:20:47.314623,4988,East,Electronics,Tablet,4,39810.26,23287.31,159241.04,66091.8,No
4149,2024-04-06 11:20:47.314623,1922,East,Home,Mixer,2,6413.0,5599.08,12826.0,1627.84,No
4150,2025-06-07 11:20:47.314623,3915,North,Home,Mixer,2,4207.91,3760.33,8415.82,895.16,No
4151,2025-08-20 11:20:47.314623,3950,North,Clothing,Shirt,3,27090.52,14397.77,81271.56,38078.25,No
4152,2024-09-04 11:20:47.314623,4046,North,Beauty,Lipstick,3,34963.84,19697.72,104891.52,45798.36,No
4153,2025-10-22 11:20:47.314623,1974,West,Beauty,Shampoo,4,45565.47,40832.02,182261.88,18933.8,Yes
4154,2025-02-16 11:20:47.314623,2230,North,Beauty,Facewash,4,33166.44,20476.49,132665.76,50759.8,No
4155,2025-05-12 11:20:47.314623,3435,West,Home,Mixer,1,47319.71,39176.98,47319.71,8142.73,No
4156,2024-07-14 11:20:47.314623,2814,South,Sports,Treadmill,3,12377.4,6555.78,37132.2,17464.86,No
4157,2025-09-28 11:20:47.314623,3934,West,Clothing,Shoes,2,17222.7,13657.19,34445.4,7131.02,No
4158,2025-04-06 11:20:47.314623,5933,North,Home,Sofa,4,41997.62,32781.58,167990.48,36864.16,No
4159,2025-11-26 11:20:47.314623,2363,North,Beauty,Facewash,4,40590.48,35519.02,162361.92,20285.84,No
4160,2025-10-24 11:20:47.314623,4940,South,Home,Mixer,2,33311.54,26365.64,66623.08,13891.8,No
4161,2025-08-05 11:20:47.314623,1203,North,Home,Sofa,1,25400.01,13120.63,25400.01,12279.38,No
4162,2025-04-15 11:20:47.314623,1160,East,Home,Mixer,3,1082.03,735.98,3246.09,1038.15,No
4163,2024-04-10 11:20:47.314623,5487,North,Beauty,Lipstick,3,14166.11,9054.36,42498.33,15335.25,No
4164,2026-02-14 11:20:47.314623,1768,East,Sports,Treadmill,2,8085.21,5888.38,16170.42,4393.66,No
4165,2024-04-25 11:20:47.314623,4748,North,Electronics,Laptop,1,2748.51,1845.15,2748.51,903.36,No
4166,2026-02-10 11:20:47.314623,3581,East,Clothing,T-shirt,2,38848.77,23788.55,77697.54,30120.44,Yes
4167,2026-01-26 11:20:47.314623,2093,North,Clothing,Jeans,3,6739.34,5151.67,20218.02,4763.01,No
4168,2025-04-04 11:20:47.314623,5500,South,Home,Chair,2,17999.16,11239.65,35998.32,13519.02,No
4169,2025-09-08 11:20:47.314623,1607,East,Sports,Racket,2,48877.35,41069.83,97754.7,15615.04,No
4170,2024-11-23 11:20:47.314623,2540,West,Beauty,Shampoo,3,20575.84,12946.27,61727.52,22888.71,No
4171,2025-09-04 11:20:47.314623,3875,North,Electronics,Laptop,3,7247.02,5117.37,21741.06,6388.95,No
4172,2026-01-05 11:20:47.314623,4191,West,Electronics,Tablet,3,34550.17,28690.76,103650.51,17578.23,No
4173,2025-06-10 11:20:47.314623,2837,East,Home,Chair,2,40535.1,33609.91,81070.2,13850.38,No
4174,2025-11-24 11:20:47.314623,1689,East,Home,Table,2,14101.7,10356.81,28203.4,7489.78,No
4175,2025-08-15 11:20:47.314623,4759,North,Beauty,Perfume,2,40505.68,26408.42,81011.36,28194.52,No
4176,2025-10-23 11:20:47.314623,3949,North,Beauty,Perfume,1,13721.75,9923.24,13721.75,3798.51,No
4177,2024-06-18 11:20:47.314623,3103,South,Beauty,Facewash,4,34716.97,29157.86,138867.88,22236.44,No
4178,2024-04-04 11:20:47.314623,1365,North,Home,Cookware,1,6415.22,3769.02,6415.22,2646.2,No
4179,2025-05-25 11:20:47.314623,4575,North,Sports,Treadmill,4,21505.58,11806.44,86022.32,38796.56,No
4180,2024-05-22 11:20:47.314623,5550,North,Home,Sofa,3,26120.6,19141.51,78361.8,20937.27,Yes
4181,2026-02-18 11:20:47.314623,5199,East,Home,Sofa,4,36319.12,26499.05,145276.48,39280.28,Yes
4182,2024-11-15 11:20:47.314623,5172,North,Electronics,Mobile,1,32571.55,20105.09,32571.55,12466.46,No
4183,2024-03-06 11:20:47.314623,5325,West,Beauty,Cream,3,42696.47,28768.21,128089.41,41784.78,No
4184,2026-02-14 11:20:47.314623,3378,South,Clothing,Jacket,4,9377.7,5020.93,37510.8,17427.08,No
4185,2024-05-09 11:20:47.314623,2205,South,Beauty,Lipstick,4,33130.08,18297.88,132520.32,59328.8,Yes
4186,2024-11-15 11:20:47.314623,5988,North,Sports,Dumbbell,4,6561.96,5455.17,26247.84,4427.16,No
4187,2024-08-30 11:20:47.314623,4839,East,Sports,Dumbbell,2,24008.38,16464.69,48016.76,15087.38,No
4188,2025-02-28 11:20:47.314623,3735,West,Beauty,Lipstick,3,26322.97,14212.44,78968.91,36331.59,Yes
4189,2024-04-12 11:20:47.314623,4347,South,Beauty,Lipstick,2,1557.72,1378.19,3115.44,359.06,No
4190,2024-08-26 11:20:47.314623,2675,North,Home,Cookware,3,3703.76,2162.91,11111.28,4622.55,No
4191,2025-09-15 11:20:47.314623,1298,East,Clothing,Shoes,4,41995.74,26321.4,167982.96,62697.36,No
4192,2025-08-27 11:20:47.314623,1956,South,Home,Chair,4,14482.06,12874.75,57928.24,6429.24,No
4193,2025-06-28 11:20:47.314623,2114,East,Electronics,Laptop,1,17438.03,9980.73,17438.03,7457.3,No
4194,2025-02-18 11:20:47.314623,3505,South,Electronics,Headphones,4,32092.23,28481.54,128368.92,14442.76,No
4195,2025-02-02 11:20:47.314623,2474,North,Sports,Football,2,11191.59,8829.0,22383.18,4725.18,Yes
4196,2025-02-21 11:20:47.314623,5460,West,Sports,Racket,2,9804.56,6576.6,19609.12,6455.92,No
4197,2024-12-15 11:20:47.314623,5446,North,Clothing,T-shirt,4,21192.74,15639.64,84770.96,22212.4,No
4198,2024-03-03 11:20:47.314623,4726,North,Sports,Racket,2,3138.04,2206.53,6276.08,1863.02,No
4199,2025-09-04 11:20:47.314623,4471,West,Electronics,Laptop,4,45865.12,37696.32,183460.48,32675.2,No
4200,2024-08-12 11:20:47.314623,3828,East,Clothing,T-shirt,1,47017.42,24690.59,47017.42,22326.83,No
4201,2025-10-29 11:20:47.314623,3850,South,Electronics,Tablet,1,22520.37,18587.34,22520.37,3933.03,Yes
4202,2024-11-17 11:20:47.314623,3506,South,Beauty,Cream,4,10620.12,9433.3,42480.48,4747.28,No
4203,2024-04-30 11:20:47.314623,4770,West,Beauty,Lipstick,1,23634.61,15878.42,23634.61,7756.19,No
4204,2024-07-23 11:20:47.314623,3964,West,Clothing,Shirt,4,5176.67,2984.67,20706.68,8768.0,No
4205,2025-02-03 11:20:47.314623,5594,North,Home,Chair,2,20010.31,10876.08,40020.62,18268.46,Yes
4206,2024-09-06 11:20:47.314623,1949,West,Sports,Football,4,3868.54,2470.85,15474.16,5590.76,No
4207,2026-02-03 11:20:47.314623,5603,West,Clothing,Shirt,3,35367.05,19531.87,106101.15,47505.54,No
4208,2024-03-14 11:20:47.314623,3850,South,Sports,Treadmill,3,13930.53,8245.27,41791.59,17055.78,No
4209,2025-07-31 11:20:47.314623,1165,North,Electronics,Mobile,4,26128.84,19904.28,104515.36,24898.24,No
4210,2024-06-21 11:20:47.314623,4486,North,Home,Cookware,4,874.26,582.53,3497.04,1166.92,Yes
4211,2024-04-17 11:20:47.314623,3509,North,Sports,Dumbbell,4,26326.9,22651.88,105307.6,14700.08,No
4212,2024-12-23 11:20:47.314623,1919,West,Beauty,Perfume,1,362.74,248.68,362.74,114.06,No
4213,2025-12-23 11:20:47.314623,1113,East,Beauty,Facewash,3,46274.57,25989.65,138823.71,60854.76,Yes
4214,2024-12-03 11:20:47.314623,4504,East,Electronics,Camera,4,25157.66,13973.99,100630.64,44734.68,No
4215,2025-03-14 11:20:47.314623,1991,East,Clothing,Jacket,4,5183.31,4028.71,20733.24,4618.4,No
4216,2025-08-11 11:20:47.314623,4839,South,Sports,Bat,2,17184.53,12949.62,34369.06,8469.82,No
4217,2025-12-29 11:20:47.314623,2258,North,Electronics,Tablet,2,2494.14,1953.28,4988.28,1081.72,No
4218,2025-04-29 11:20:47.314623,4426,East,Beauty,Perfume,1,26638.59,16928.9,26638.59,9709.69,No
4219,2025-01-17 11:20:47.314623,1514,East,Beauty,Cream,1,6292.69,5449.55,6292.69,843.14,No
4220,2024-07-07 11:20:47.314623,5804,South,Beauty,Shampoo,3,23760.75,12961.6,71282.25,32397.45,No
4221,2026-02-24 11:20:47.314623,4196,East,Home,Sofa,3,15414.29,7909.68,46242.87,22513.83,No
4222,2025-12-11 11:20:47.314623,5434,East,Home,Cookware,4,38126.85,30381.71,152507.4,30980.56,No
4223,2024-03-31 11:20:47.314623,3584,East,Beauty,Facewash,3,24216.31,18666.66,72648.93,16648.95,No
4224,2025-08-29 11:20:47.314623,1067,East,Clothing,Jeans,4,42439.63,29598.43,169758.52,51364.8,No
4225,2024-05-21 11:20:47.314623,2596,North,Home,Chair,1,47079.15,24362.39,47079.15,22716.76,No
4226,2024-12-13 11:20:47.314623,5478,North,Sports,Treadmill,1,48482.34,26455.85,48482.34,22026.49,No
4227,2025-04-03 11:20:47.314623,1018,West,Home,Chair,1,13157.78,7606.77,13157.78,5551.01,No
4228,2024-05-03 11:20:47.314623,3730,North,Sports,Football,2,38424.92,29029.62,76849.84,18790.6,No
4229,2025-12-13 11:20:47.314623,4521,East,Home,Cookware,3,22017.92,16848.53,66053.76,15508.17,No
4230,2025-03-27 11:20:47.314623,1572,North,Beauty,Perfume,1,21423.42,16512.44,21423.42,4910.98,No
4231,2025-06-05 11:20:47.314623,3258,South,Sports,Football,1,43437.87,35672.03,43437.87,7765.84,No
4232,2024-11-08 11:20:47.314623,3902,North,Clothing,Shoes,1,7454.31,3801.09,7454.31,3653.22,No
4233,2024-07-01 11:20:47.314623,1650,West,Home,Cookware,3,23994.95,18171.49,71984.85,17470.38,No
4234,2024-12-07 11:20:47.314623,3587,West,Home,Sofa,3,29725.59,17853.94,89176.77,35614.95,No
4235,2025-07-20 11:20:47.314623,4262,East,Beauty,Perfume,2,3492.95,2544.32,6985.9,1897.26,No
4236,2025-12-18 11:20:47.314623,2338,North,Sports,Racket,2,43252.81,34392.48,86505.62,17720.66,No
4237,2024-12-26 11:20:47.314623,5996,North,Beauty,Perfume,2,15854.09,12493.32,31708.18,6721.54,No
4238,2024-06-28 11:20:47.314623,4634,South,Sports,Football,2,32909.62,20244.69,65819.24,25329.86,Yes
4239,2024-10-03 11:20:47.314623,3827,West,Home,Cookware,1,46418.38,29806.32,46418.38,16612.06,No
4240,2024-08-22 11:20:47.314623,3217,South,Home,Table,4,36043.79,31247.13,144175.16,19186.64,Yes
4241,2025-01-25 11:20:47.314623,4539,West,Home,Mixer,2,44323.32,37211.86,88646.64,14222.92,No
4242,2026-01-24 11:20:47.314623,2037,East,Home,Mixer,4,3663.33,2208.27,14653.32,5820.24,No
4243,2025-04-06 11:20:47.314623,5383,North,Electronics,Tablet,1,24738.19,18178.0,24738.19,6560.19,No
4244,2025-12-31 11:20:47.314623,4978,South,Home,Chair,1,28328.64,15379.92,28328.64,12948.72,No
4245,2024-05-12 11:20:47.314623,3961,West,Home,Cookware,3,34514.14,26284.15,103542.42,24689.97,No
4246,2025-10-30 11:20:47.314623,4226,West,Sports,Treadmill,4,6019.54,4505.87,24078.16,6054.68,No
4247,2026-01-05 11:20:47.314623,2098,North,Home,Table,4,32908.11,19928.06,131632.44,51920.2,No
4248,2025-11-05 11:20:47.314623,3324,West,Home,Sofa,1,7470.48,4995.78,7470.48,2474.7,No
4249,2025-09-19 11:20:47.314623,1939,West,Sports,Dumbbell,3,3567.12,2899.79,10701.36,2001.99,No
4250,2024-12-01 11:20:47.314623,4716,South,Home,Table,2,23572.1,14194.53,47144.2,18755.14,No
4251,2024-11-02 11:20:47.314623,4414,North,Home,Chair,2,30098.69,24300.07,60197.38,11597.24,Yes
4252,2025-10-15 11:20:47.314623,2448,South,Beauty,Perfume,3,47914.26,30020.88,143742.78,53680.14,No
4253,2024-07-30 11:20:47.314623,1570,South,Electronics,Headphones,3,34991.55,29246.85,104974.65,17234.1,No
4254,2024-12-20 11:20:47.314623,3904,North,Sports,Dumbbell,2,29651.26,15187.42,59302.52,28927.68,Yes
4255,2025-08-10 11:20:47.314623,3505,West,Beauty,Shampoo,1,10885.33,6566.68,10885.33,4318.65,No
4256,2025-01-02 11:20:47.314623,1917,East,Clothing,Jeans,1,7771.81,4438.09,7771.81,3333.72,Yes
4257,2024-12-02 11:20:47.314623,2874,South,Clothing,Jacket,3,30442.21,26065.46,91326.63,13130.25,No
4258,2025-01-25 11:20:47.314623,5928,West,Electronics,Mobile,1,11302.86,7588.83,11302.86,3714.03,No
4259,2024-03-17 11:20:47.314623,2678,West,Clothing,Jeans,1,35388.93,25417.76,35388.93,9971.17,No
4260,2025-04-14 11:20:47.314623,1615,East,Electronics,Mobile,4,5900.96,3521.87,23603.84,9516.36,No
4261,2025-11-13 11:20:47.314623,5501,South,Clothing,T-shirt,2,17113.86,9435.59,34227.72,15356.54,No
4262,2024-06-28 11:20:47.314623,2749,East,Clothing,Shirt,3,38699.72,28610.58,116099.16,30267.42,No
4263,2025-06-16 11:20:47.314623,4825,East,Beauty,Facewash,2,41585.65,25505.3,83171.3,32160.7,No
4264,2025-09-06 11:20:47.314623,5188,South,Clothing,Jeans,4,17392.99,15158.73,69571.96,8937.04,No
4265,2024-07-16 11:20:47.314623,3477,South,Electronics,Laptop,1,10494.65,7246.97,10494.65,3247.68,No
4266,2025-03-12 11:20:47.314623,5749,North,Home,Table,1,47918.35,26607.33,47918.35,21311.02,Yes
4267,2025-10-17 11:20:47.314623,4505,South,Home,Chair,4,38101.58,19413.38,152406.32,74752.8,Yes
4268,2025-12-08 11:20:47.314623,4475,East,Home,Chair,2,40391.55,23948.64,80783.1,32885.82,No
4269,2024-08-21 11:20:47.314623,5529,West,Electronics,Laptop,4,11293.03,7091.68,45172.12,16805.4,Yes
4270,2024-06-11 11:20:47.314623,2135,North,Electronics,Camera,1,21337.04,12434.95,21337.04,8902.09,No
4271,2025-11-27 11:20:47.314623,5000,North,Home,Chair,1,3596.79,2324.39,3596.79,1272.4,No
4272,2025-11-22 11:20:47.314623,1374,North,Clothing,Jeans,2,5648.09,4809.83,11296.18,1676.52,Yes
4273,2025-05-24 11:20:47.314623,1206,North,Home,Mixer,1,11203.76,5816.78,11203.76,5386.98,Yes
4274,2025-10-22 11:20:47.314623,5875,East,Sports,Racket,2,15301.08,12554.41,30602.16,5493.34,No
4275,2024-06-03 11:20:47.314623,2319,South,Electronics,Headphones,3,49859.8,33421.85,149579.4,49313.85,No
4276,2025-08-22 11:20:47.314623,2141,East,Sports,Bat,1,21220.01,18303.68,21220.01,2916.33,No
4277,2026-01-04 11:20:47.314623,5627,East,Sports,Racket,1,34954.21,26803.59,34954.21,8150.62,Yes
4278,2026-01-09 11:20:47.314623,3690,South,Electronics,Mobile,2,45241.47,25605.17,90482.94,39272.6,No
4279,2024-07-11 11:20:47.314623,4255,North,Home,Table,3,12453.63,11006.52,37360.89,4341.33,Yes
4280,2025-02-15 11:20:47.314623,1089,East,Beauty,Shampoo,1,7407.17,4161.98,7407.17,3245.19,Yes
4281,2025-05-21 11:20:47.314623,5108,North,Sports,Dumbbell,1,12314.26,7813.61,12314.26,4500.65,No
4282,2025-03-12 11:20:47.314623,4020,West,Home,Chair,3,44144.6,39355.88,132433.8,14366.16,No
4283,2025-06-28 11:20:47.314623,2857,South,Beauty,Perfume,1,33351.16,19501.7,33351.16,13849.46,No
4284,2024-03-26 11:20:47.314623,1804,North,Sports,Football,2,22676.49,17063.46,45352.98,11226.06,No
4285,2025-09-10 11:20:47.314623,1944,South,Home,Chair,3,41050.08,36575.78,123150.24,13422.9,Yes
4286,2026-01-13 11:20:47.314623,3789,North,Sports,Bat,3,11988.98,9298.27,35966.94,8072.13,No
4287,2025-07-06 11:20:47.314623,4875,West,Home,Chair,4,12110.93,9266.13,48443.72,11379.2,No
4288,2024-12-19 11:20:47.314623,2610,South,Clothing,Jacket,1,28447.56,21296.36,28447.56,7151.2,No
